round,client,labeled_count,ve_median,bal_acc,f1_macro,auc_ovr,pseudo_acc
14,MENDELEY,1096,1.5732063598321528,0.6350890483573551,0.645785279189625,0.9038315756447318,0.453125
15,RSNA,1160,1.6026134409260053,0.47641746980135735,0.46297879497952243,0.7751887643403006,0.28125
15,MENDELEY,1160,1.5701476846454117,0.6292282265183683,0.637132800842193,0.900736058126783,0.546875
16,RSNA,1224,1.6019566349751917,0.4629787328603526,0.4457165518232154,0.7743704971405361,0.296875
16,MENDELEY,1224,1.5673078857883227,0.6366157975698614,0.6416859357618254,0.9038464407543,0.515625
17,RSNA,1288,1.6020043614853048,0.4746819155992788,0.4612056686897084,0.7835710444390701,0.203125
17,MENDELEY,1288,1.5649647102514024,0.6425010855692497,0.6532546853312192,0.9041655026283314,0.421875
18,RSNA,1352,1.6015958922255913,0.4746586498791168,0.46431264401544325,0.7881654136630323,0.140625
18,MENDELEY,1352,1.5630217146679946,0.660079433002742,0.6738925626687428,0.9074778637939579,0.59375
19,RSNA,1416,1.6019686277059626,0.4938753058672378,0.4802662965568648,0.7993672728683998,0.265625
19,MENDELEY,1416,1.5638550140705605,0.6678750590362587,0.6808388602700636,0.9092919056784916,0.453125
20,RSNA,1480,1.6003924573935557,0.4985907592708455,0.48344490275736673,0.8043611936446279,0.234375
20,MENDELEY,1480,1.5641308440472934,0.654524106828467,0.6700710363006671,0.9132515996292648,0.46875
1,RSNA,264,1.6031998356151704,0.3979103453084697,0.39691825619629056,0.702481982058105,0.375
1,MENDELEY,264,1.600880229758436,0.6214960943656846,0.6217930023928653,0.8801404118962269,0.140625
1,RSNA,264,1.6031998356151704,0.3979103453084697,0.39691825619629056,0.702481982058105,0.375
1,MENDELEY,264,1.600880229758436,0.6214960943656846,0.6217930023928653,0.8801404118962269,0.140625
2,RSNA,328,1.6031112156321745,0.409623021952474,0.40804137635744064,0.7108189420796045,0.1875
2,MENDELEY,328,1.5971992909317632,0.6253004299873461,0.6334042165528644,0.8859990477501224,0.3125
3,RSNA,392,1.602452432806099,0.4367043011650112,0.4308233295105275,0.7294565969404099,0.1875
3,MENDELEY,392,1.6013429177968463,0.6293900829824068,0.6394513734254783,0.889130862056664,0.34375
4,RSNA,456,1.6026679502946926,0.4450481254114777,0.44163170100502186,0.7427438511310231,0.109375
4,MENDELEY,456,1.5995538556428852,0.6152170616987925,0.6151889595591677,0.8897394931911562,0.265625
5,RSNA,520,1.6001220487887686,0.44739666838111714,0.44409895129085586,0.7502008756860075,0.3125
1,RSNA,264,1.6031998356151704,0.3979103453084697,0.39691825619629056,0.702481982058105,0.375
1,MENDELEY,264,1.600880229758436,0.6214960943656846,0.6217930023928653,0.8801404118962269,0.140625
2,RSNA,328,1.6031112156321745,0.409623021952474,0.40804137635744064,0.7108189420796045,0.1875
2,MENDELEY,328,1.5971992909317632,0.6253004299873461,0.6334042165528644,0.8859990477501224,0.3125
3,RSNA,392,1.602452432806099,0.4367043011650112,0.4308233295105275,0.7294565969404099,0.1875
3,MENDELEY,392,1.6013429177968463,0.6293900829824068,0.6394513734254783,0.889130862056664,0.34375
4,RSNA,456,1.6026679502946926,0.4450481254114777,0.44163170100502186,0.7427438511310231,0.109375
4,MENDELEY,456,1.5995538556428852,0.6152170616987925,0.6151889595591677,0.8897394931911562,0.265625
5,RSNA,520,1.6001220487887686,0.44739666838111714,0.44409895129085586,0.7502008756860075,0.3125
5,MENDELEY,520,1.5938999610822822,0.6232501714222963,0.6230249800906542,0.8905274517307232,0.359375
6,RSNA,584,1.6019317988830628,0.4770011076608416,0.46643234690176527,0.7628092725061333,0.3125
6,MENDELEY,584,1.5906358693312554,0.6099895114113885,0.6187203342507032,0.8894167346391356,0.265625
7,RSNA,648,1.6019559182515053,0.479864749039011,0.4715711370862617,0.7585467312063858,0.328125
7,MENDELEY,648,1.588918637806347,0.6173579117486827,0.6193754659452317,0.8882192580072752,0.3125
8,RSNA,712,1.601464108299973,0.49287359965500344,0.48306241865413846,0.7719418241708776,0.25
8,MENDELEY,712,1.5858543724763714,0.6243673254980739,0.636336501140842,0.8907003623547552,0.375
9,RSNA,776,1.5993789331631572,0.48972850853917826,0.47931367698540306,0.7733984192475093,0.140625
9,MENDELEY,776,1.5815801281824546,0.6288661988825442,0.6377416155524134,0.8869696572291513,0.421875
10,RSNA,840,1.6011975940084484,0.4924414658849566,0.4817769018122709,0.7906552836530388,0.296875
10,MENDELEY,840,1.5827267161947658,0.6413670503874849,0.6547855280468986,0.8931535281714836,0.515625
11,RSNA,904,1.6009527634732423,0.49405997013062974,0.4827871935426173,0.7910378337965336,0.21875
11,MENDELEY,904,1.5807652055188162,0.645642660629752,0.6580385115575453,0.8955875039661653,0.34375
12,RSNA,968,1.601288512209632,0.5006773236620812,0.48847030322740687,0.7953384362565076,0.203125
12,MENDELEY,968,1.5759077442293157,0.6485044557984265,0.6617282000044679,0.8963599107393128,0.34375
13,RSNA,1032,1.6013400092625147,0.49997505403758125,0.4908728616844675,0.7976367239014397,0.15625
13,MENDELEY,1032,1.5785251943429823,0.6763878180136083,0.6818370653058604,0.8993275198256534,0.453125
14,RSNA,1096,1.6034495638723656,0.48995911934181846,0.4847195842395985,0.8025535872479533,0.09375
14,MENDELEY,1096,1.573167527700691,0.6884842522907799,0.6881811284402832,0.9056333842007085,0.5
15,RSNA,1160,1.6010797656931048,0.4863089423034178,0.48554259621366225,0.7963237330468143,0.265625
15,MENDELEY,1160,1.5727203512815495,0.6942856040061314,0.6998573518636122,0.9072695501670598,0.296875
16,RSNA,1224,1.6012617005242307,0.4966284381013269,0.4941435169543681,0.7995860806973693,0.28125
16,MENDELEY,1224,1.5727969834949798,0.6944995755330193,0.6984138929934532,0.9097861313129861,0.5625
17,RSNA,1288,1.6014052622362,0.5000653920156781,0.5017735468224799,0.8041266931843747,0.203125
17,MENDELEY,1288,1.5683918665197534,0.6874475124046819,0.6930123692314399,0.9105081689838096,0.484375
18,RSNA,1352,1.600326776766861,0.4995380534009536,0.4992704145559853,0.8062305943666782,0.171875
18,MENDELEY,1352,1.5671878876429544,0.71829686205143,0.719556477025334,0.9146385390421325,0.46875
19,RSNA,1416,1.5994862994357089,0.5151385800545321,0.5174198046924668,0.8077047780178577,0.1875
19,MENDELEY,1416,1.564937414996944,0.6961766966075438,0.7046561407949377,0.9134031711171444,0.4375
20,RSNA,1480,1.5991868036725245,0.5202275081922367,0.5200606326557746,0.8130718107855172,0.296875
20,MENDELEY,1480,1.567258806139368,0.7036085452969784,0.7145180766717326,0.9186785182774543,0.578125
1,RSNA,264,1.6051890593281217,0.42477905152669415,0.40461242776702255,0.7270567682417906,0.203125
1,MENDELEY,264,1.5990071356197282,0.6195457402084977,0.62867088310311,0.8879973824324944,0.296875
2,RSNA,328,1.6022643460489434,0.44432527318752124,0.4217235767057493,0.7323849314170523,0.203125
2,MENDELEY,328,1.600169149192456,0.6505893582257685,0.6534764373417064,0.8953892855325705,0.109375
3,RSNA,392,1.6048291855239094,0.4509572087339018,0.43471768001403815,0.7426912842210974,0.140625
3,MENDELEY,392,1.6017836350163046,0.6793963337339807,0.6912171651850114,0.9089624621484503,0.265625
4,RSNA,456,1.6045505340407535,0.45722095904731364,0.4438572606823789,0.7480441896826826,0.1875
4,MENDELEY,456,1.601097432728434,0.6858816410319813,0.6928165814552614,0.9128176358888922,0.265625
5,RSNA,520,1.6043183139920205,0.47094592086037135,0.4607621446718772,0.762647436003855,0.15625
5,MENDELEY,520,1.597149251267835,0.6931542090893212,0.6967491546217642,0.9125006240503275,0.265625
6,RSNA,584,1.6050521157177604,0.4776354096872245,0.4677175463646884,0.7665229767829622,0.328125
6,MENDELEY,584,1.5935469506515054,0.6915672125612745,0.6990707625046986,0.914693292972338,0.390625
7,RSNA,648,1.605658013616542,0.484424566283374,0.47573995323976986,0.7712277588088793,0.15625
7,MENDELEY,648,1.5901747174342387,0.7028459950765097,0.7069523839756174,0.9144596190706145,0.34375
8,RSNA,712,1.6050883297988083,0.5002050551693442,0.49751450657083474,0.7767686529988953,0.296875
8,MENDELEY,712,1.5907673902409198,0.7214563306561202,0.7263406621955852,0.9181805895305153,0.390625
9,RSNA,776,1.6040625556418167,0.5023446206627186,0.49869642668629977,0.7806221249782637,0.171875
9,MENDELEY,776,1.5873853124520836,0.7313850057183375,0.7355022376912259,0.9218210333095718,0.328125
10,RSNA,840,1.6051467684237153,0.505495306042234,0.5026735966334643,0.7836193784608195,0.171875
10,MENDELEY,840,1.586100471548876,0.744003044461833,0.7433067786911668,0.9237933606835022,0.40625
11,RSNA,904,1.6044420051613026,0.5148797246880796,0.5107673865687039,0.7937939273260409,0.046875
11,MENDELEY,904,1.583778680105524,0.7444524559807026,0.7435501292899234,0.923082546262574,0.53125
12,RSNA,968,1.6041370834892292,0.5165296845356215,0.5148001003121627,0.7931480848979373,0.1875
12,MENDELEY,968,1.5801423669460624,0.7541717595190379,0.7549777787007727,0.9256932865028947,0.4375
13,RSNA,1032,1.60387801410165,0.5228539421663435,0.518681568346531,0.7989683265843083,0.21875
13,MENDELEY,1032,1.585025720790076,0.763870558812351,0.7619082410632748,0.9304492632631002,0.484375
14,RSNA,1096,1.6043474802967257,0.5269852705707523,0.5236360526098742,0.8032033263584509,0.140625
14,MENDELEY,1096,1.5793714240073105,0.7641510011395583,0.7604451228321518,0.9311424937883531,0.46875
15,RSNA,1160,1.6041370834892292,0.5241239841719512,0.520717914955297,0.8020248255192042,0.234375
15,MENDELEY,1160,1.5808959496776498,0.7809349474143078,0.7749624617494869,0.9353219340857896,0.21875
16,RSNA,1224,1.6034456051388035,0.5259461848169096,0.5211906095955887,0.8029631950487627,0.171875
16,MENDELEY,1224,1.5760317874423477,0.785899158953506,0.7808376796712428,0.9368985961690456,0.5
17,RSNA,1288,1.6031834515616796,0.5300114670036845,0.5221795125295664,0.8068263232077799,0.15625
17,MENDELEY,1288,1.576418842342562,0.7775593752400318,0.7735221555508629,0.9359478372321602,0.4375
18,RSNA,1352,1.6025524625617393,0.5295313914195701,0.5220827948786728,0.8097175927905125,0.265625
18,MENDELEY,1352,1.5744322917963527,0.7877124243821922,0.7831436368597761,0.9393974864846468,0.421875
19,RSNA,1416,1.6034290852582758,0.5315021077660219,0.5218211519382315,0.8112370894488127,0.34375
19,MENDELEY,1416,1.572336624996087,0.7950182276755842,0.7928241697668101,0.9430405231802782,0.4375
20,RSNA,1480,1.6030622111889858,0.5389295294435781,0.5327057687871593,0.8148263608790327,0.203125
20,MENDELEY,1480,1.572463194606844,0.8007858638248552,0.7979866823157277,0.9444915688330008,0.484375
1,RSNA,350,1.6031316498304542,0.4286218379464463,0.4146067369739166,0.7369305647728465,0.20666666666666667
1,MENDELEY,350,1.5935058149447834,0.6484432192647669,0.6534951907879978,0.8973284488851345,0.26666666666666666
2,RSNA,500,1.6015648933353677,0.448214535947068,0.43094768662941263,0.7467666520112871,0.22
2,MENDELEY,500,1.5923767153843313,0.6537821725287069,0.6588361658347198,0.9109216993388782,0.23333333333333334
3,RSNA,650,1.6028699650687073,0.4700097480620358,0.4570915579488689,0.7642406540932386,0.26
3,MENDELEY,650,1.5943648344893258,0.6932953908906508,0.6994293519705752,0.9117558936371786,0.18666666666666668
4,RSNA,800,1.6028060647603384,0.4853478228452276,0.47375928579809273,0.7809301582633568,0.25333333333333335
4,MENDELEY,800,1.5899974288624081,0.7003559841700406,0.7087736783914712,0.9107927409177512,0.3466666666666667
5,RSNA,950,1.60362530414963,0.4894866575230795,0.481166647337712,0.7802218753378687,0.18
5,MENDELEY,950,1.5844143548973144,0.732915523922548,0.7341138171022925,0.919872154297108,0.3333333333333333
6,RSNA,1100,1.6026432557258357,0.5084899148540833,0.49314207703677704,0.7965570411996074,0.13333333333333333
6,MENDELEY,1100,1.577199567541757,0.7478968782643022,0.7503994725564878,0.9222263190024582,0.4066666666666667
7,RSNA,1250,1.600718684780202,0.5157381543094154,0.4977194577568075,0.7994222622235096,0.16
7,MENDELEY,1250,1.5741047286451662,0.7623641541020809,0.7569416604177662,0.9265596791173085,0.5133333333333333
8,RSNA,1400,1.6010828184719599,0.5207077034956356,0.5051554732626691,0.8047300832551054,0.16
8,MENDELEY,1400,1.5706374527851348,0.7762207647171413,0.7717661068506592,0.9318541018798534,0.43333333333333335
9,RSNA,1550,1.5990653637455718,0.5235143206513904,0.5099221679970153,0.8148054013982898,0.15333333333333332
9,MENDELEY,1550,1.5681792855621577,0.7947044242278889,0.7906284751556588,0.9394667945485253,0.41333333333333333
10,RSNA,1700,1.6002133402914147,0.5323293999593226,0.519045810592265,0.8179247285890524,0.17333333333333334
10,MENDELEY,1700,1.5660489696867412,0.8076122400365641,0.8059522135376209,0.9455427250614841,0.46
11,RSNA,1850,1.598313948792996,0.5329720569549037,0.5236461372021814,0.8245208121282437,0.19333333333333333
11,MENDELEY,1850,1.5634433523853528,0.8167304715439674,0.8150280236139409,0.9495653937510958,0.43333333333333335
12,RSNA,2000,1.5981252284012646,0.5438527205907978,0.5320156580155179,0.8265832049448516,0.23333333333333334
12,MENDELEY,2000,1.5587647160512557,0.8237783119611439,0.8208605152630553,0.9519070061037201,0.5133333333333333
13,RSNA,2150,1.5973358610917368,0.5573160537010822,0.5490477922848813,0.8390910948359135,0.21333333333333335
13,MENDELEY,2150,1.5570410813103996,0.8302336297375451,0.8304753697339378,0.9558259280228792,0.49333333333333335
14,RSNA,2300,1.5970881369479164,0.5637384955778171,0.5563306106429943,0.8376064621567286,0.24666666666666667
14,MENDELEY,2300,1.5536477664386208,0.8341371052079622,0.8383290119613032,0.9570112014798171,0.5866666666666667
15,RSNA,2450,1.5969961320596868,0.5655042563508321,0.5599769579766405,0.8423994710464427,0.12666666666666668
15,MENDELEY,2450,1.5514789842952599,0.8444837241049145,0.8477174534393033,0.9609112049399238,0.5666666666666667
16,RSNA,2600,1.5971288427344148,0.5782616374928561,0.5735045603500406,0.8450132131642014,0.22
16,MENDELEY,2600,1.5476965898577726,0.8473737426667043,0.8530885088249445,0.9620815873288684,0.5933333333333334
17,RSNA,2750,1.5950426886354716,0.5854391729557691,0.5813746751381794,0.8491206326506464,0.20666666666666667
17,MENDELEY,2750,1.5434539272768042,0.8522319199383173,0.8559038902749228,0.9641409181060269,0.6066666666666667
18,RSNA,2900,1.5940598063041014,0.5916109375082439,0.5888402686774243,0.8484854561699645,0.18666666666666668
18,MENDELEY,2900,1.5402740963100923,0.8534946170571581,0.8573139370620616,0.964995096642738,0.62
19,RSNA,3050,1.5952999754831692,0.588527391080605,0.5848524515526627,0.8501601881531615,0.21333333333333335
19,MENDELEY,3050,1.537551932140068,0.8591943800237202,0.8622425086080163,0.9663622604161667,0.64
20,RSNA,3200,1.593518258004817,0.6012792499151758,0.5950993025108544,0.8553392722888331,0.18
20,MENDELEY,3200,1.5374668002915832,0.8621599025625313,0.8637399714825758,0.968268948402702,0.68
1,RSNA,350,1.6037356795547288,0.40967920095903454,0.38328722834421947,0.7383570389938588,0.09333333333333334
1,MENDELEY,350,1.5889247154043176,0.5969166118434042,0.6017875928464842,0.8899706042256923,0.29333333333333333
2,RSNA,500,1.6017551531963006,0.45654768895194187,0.4230625577652189,0.7588941790786574,0.15333333333333332
2,MENDELEY,500,1.5880730532926832,0.637154292159402,0.6442032687279953,0.9049372587940215,0.07333333333333333
3,RSNA,650,1.6038146061147365,0.4789547848715581,0.4603321351969861,0.7729300822651409,0.20666666666666667
3,MENDELEY,650,1.583013088494416,0.6565831820138454,0.663802166190955,0.9148075702847498,0.16666666666666666
4,RSNA,800,1.6026615008556981,0.4919827543816167,0.4801679657664337,0.7831548679497041,0.14666666666666667
4,MENDELEY,800,1.586369288680752,0.7041719403494737,0.7094693707665939,0.917419349309713,0.3933333333333333
5,RSNA,950,1.6038819949024594,0.5087793373986116,0.5084369154079008,0.8001716219262957,0.12666666666666668
5,MENDELEY,950,1.580972921669344,0.7100930409432047,0.7130867951497957,0.9148558710573506,0.43333333333333335
6,RSNA,1100,1.601047352892072,0.5165048266967615,0.5156157214132414,0.8077660134549868,0.22
6,MENDELEY,1100,1.5699759193961755,0.7150190961550014,0.7220008192888216,0.9191799361101756,0.4666666666666667
7,RSNA,1250,1.6004695105026425,0.5201445391019441,0.5212241016042345,0.8131714403281587,0.13333333333333333
7,MENDELEY,1250,1.5679607126829829,0.7437259620799822,0.7509242511197586,0.9277727380916347,0.43333333333333335
8,RSNA,1400,1.6005385772038718,0.5309502366387415,0.5334473569072955,0.8206451421801051,0.14666666666666667
8,MENDELEY,1400,1.565245653433933,0.7589086570018738,0.7642252826641688,0.9328872706529401,0.38666666666666666
9,RSNA,1550,1.599682075259488,0.5323248581292319,0.5364978513310066,0.8209119885615973,0.23333333333333334
9,MENDELEY,1550,1.5607689747100688,0.7878607101436439,0.7934686476008662,0.9429126901391405,0.5066666666666667
10,RSNA,1700,1.5991439729223265,0.5419157706715614,0.5455486218187721,0.8281804918110186,0.20666666666666667
10,MENDELEY,1700,1.5595811567997937,0.7929064556962089,0.7945264726211517,0.9442519478568624,0.52
11,RSNA,1850,1.5972804353785288,0.5456527308273345,0.5490952256266755,0.8347381421522325,0.25333333333333335
11,MENDELEY,1850,1.554752627333909,0.8093873778541237,0.8087850606607423,0.9497290121251771,0.4666666666666667
12,RSNA,2000,1.5966917326784624,0.5457719850767585,0.5484336856412747,0.8394519264615727,0.24
12,MENDELEY,2000,1.5497075798034734,0.8172288628683899,0.8203247159871102,0.9514034424895497,0.5
13,RSNA,2150,1.5946366117487352,0.5608735764482182,0.5627674812221795,0.8465417530708967,0.20666666666666667
13,MENDELEY,2150,1.550045625103516,0.8260076324597783,0.8238596098905863,0.9541781535500453,0.5533333333333333
14,RSNA,2300,1.594368806297425,0.5686447180200277,0.5712791913297119,0.8483968898033487,0.22666666666666666
14,MENDELEY,2300,1.547788464373278,0.831795166694547,0.8265887291293896,0.9576622106678375,0.54
15,RSNA,2450,1.5922174273872773,0.5774309798074079,0.5801703875417227,0.8539485764562975,0.25333333333333335
15,MENDELEY,2450,1.541279273827572,0.8414590055081526,0.834732221973457,0.9595095829778526,0.5466666666666666
16,RSNA,2600,1.5932284415971796,0.5829285900807114,0.5844259682843941,0.8569759418298947,0.26666666666666666
16,MENDELEY,2600,1.5371503139715206,0.846309740229688,0.8427742588388212,0.9613274981914302,0.6933333333333334
17,RSNA,2750,1.592515360152865,0.5823666205985935,0.5848459505529149,0.857980554239073,0.2733333333333333
17,MENDELEY,2750,1.5352231349738896,0.851409043279159,0.847811357689314,0.9639303795020296,0.62
18,RSNA,2900,1.589053344961657,0.5876338806374498,0.5895934550332557,0.8599538888606336,0.2866666666666667
18,MENDELEY,2900,1.531494648213809,0.8571256773384084,0.854704212088599,0.9647086934128859,0.68
19,RSNA,3050,1.5892496080703657,0.5981065700492414,0.5994822251327475,0.8625140031745765,0.23333333333333334
19,MENDELEY,3050,1.5300742268713128,0.8566788133474385,0.8573786113155488,0.9656754419773984,0.6333333333333333
20,RSNA,3200,1.5890866902109382,0.6066723403562231,0.6051314613167859,0.8654239023893984,0.26
20,MENDELEY,3200,1.5294357746618001,0.8539257653781102,0.8553516942335229,0.9664287917315469,0.66
